"time [s]"," distance [m]"," watts [W]"," heartrate [bpm]"," cadence [rpm]"," velocity_smooth [m/s]"," altitude [msnm]"
"4244","15279.3","179","182","68","2.252","3165.6"
"4245","15281.8","201","181","66","2.288","3165.8"
"4246","15284.1","233","181","70","2.268","3166"
"4247","15286.4","209","181","70","2.284","3166"
"4248","15288.8","209","181","68","2.318","3166.2"
"4249","15291.3","244","182","70","2.418","3166.4"
"4250","15294.3","233","182","71","2.516","3166.8"
"4251","15296.9","208","182","74","2.56","3167"
"4252","15298.8","192","181","71","2.468","3167.4"
"4253","15300.6","211","181","69","2.372","3167.6"
"4254","15302.8","215","182","71","2.284","3167.8"
"4255","15305.2","186","181","73","2.168","3168"
"4256","15307.5","191","182","75","2.122","3168.2"
"4257","15309.8","187","182","71","2.204","3168.4"
"4258","15312.1","199","182","71","2.294","3168.6"
"4259","15314.4","199","182","70","2.32","3168.8"
"4260","15316.8","175","182","68","2.322","3169.2"
"4261","15319.2","238","181","70","2.34","3169.2"
"4262","15321.7","279","182","76","2.372","3169.2"
"4263","15324.3","208","182","82","2.442","3169.4"
"4264","15327.4","158","182","78","2.61","3169.6"
"4265","15330.4","182","182","70","2.728","3169.8"
"4266","15333.3","205","182","70","2.822","3169.8"
"4267","15336.2","205","182","63","2.912","3169.8"
"4268","15338.8","167","182","61","2.898","3170"
"4269","15341.5","266","181","71","2.81","3170.2"
"4270","15344.3","265","182","81","2.776","3170.2"
"4271","15347.2","198","182","81","2.786","3170.4"
"4272","15350.1","204","182","81","2.78","3170.6"
"4273","15353.1","204","182","82","2.85","3171"
"4274","15356","175","182","79","2.91","3171.2"
"4275","15358.9","194","181","79","2.912","3171.4"
"4276","15361.5","194","181","73","2.85","3171.6"
"4277","15364.1","199","180","74","2.788","3172"
"4278","15366.6","189","180","74","2.714","3172.2"
"4279","15369.2","199","181","72","2.642","3172.4"
"4280","15372","228","182","75","2.62","3172.6"
"4281","15374.6","211","182","75","2.614","3172.8"
"4282","15377.2","209","181","78","2.63","3173"
"4283","15379.6","180","182","77","2.6","3173.4"
"4284","15382","157","182","75","2.564","3173.6"
"4285","15384.6","189","181","75","2.524","3173.8"
"4286","15387.1","192","181","76","2.508","3174"
"4287","15389.5","192","181","77","2.45","3174.2"
"4288","15392","167","181","77","2.47","3174.2"
"4289","15394.1","184","181","77","2.408","3174.4"
"4290","15397","179","181","75","2.48","3174.4"
"4291","15399.4","198","181","75","2.466","3174.6"
"4292","15402.2","188","181","75","2.554","3174.8"
"4293","15404.7","204","180","72","2.536","3175"
"4294","15407.3","186","180","80","2.646","3175"
"4295","15410.1","186","179","81","2.616","3175.2"
"4296","15412.8","201","180","80","2.672","3175.2"
"4297","15415.5","235","180","78","2.656","3175.4"
"4298","15418.1","218","180","78","2.696","3176"
"4299","15420.6","199","179","80","2.658","3176.4"
"4300","15422.9","252","179","81","2.57","3176.6"
"4301","15425.7","218","180","88","2.582","3176.8"
"4302","15428.5","159","181","87","2.598","3176.8"
"4303","15431.2","176","181","84","2.61","3177"
"4304","15434.2","172","182","83","2.714","3177"
"4305","15436.5","176","181","84","2.726","3177.4"
"4306","15439.5","189","181","86","2.77","3177.6"
"4307","15442.4","157","181","87","2.784","3177.6"
"4308","15445.6","132","182","83","2.888","3178"
"4309","15448.4","176","182","79","2.844","3178.4"
"4310","15450.8","198","182","80","2.856","3178.6"
"4311","15453.7","275","181","84","2.838","3178.6"
"4312","15456.6","258","181","89","2.842","3179"
"4313","15459.5","216","181","76","2.776","3179.6"
"4314","15462.6","241","181","78","2.838","3180"
"4315","15466","254","182","79","3.026","3180.2"
"4316","15469.8","211","182","78","3.222","3180.2"
"4317","15473.2","244","182","78","3.314","3180.4"
"4318","15476.6","244","181","76","3.41","3180.6"
"4319","15479.5","205","181","76","3.382","3180.8"
"4320","15482.3","204","181","72","3.27","3181"
"4321","15485.2","247","181","70","3.072","3181.4"
"4322","15488.6","262","181","76","3.072","3181.8"
"4323","15492","218","181","75","3.09","3181.8"
"4324","15495","188","180","74","3.106","3182"
"4325","15498","186","181","69","3.134","3182.2"
"4326","15500.9","235","181","69","3.134","3182.2"
"4327","15503.4","235","181","69","2.972","3182.6"
"4328","15507","204","181","72","2.994","3182.6"
"4329","15510.3","238","181","80","3.048","3182.8"
"4330","15513.4","209","181","73","3.094","3183.6"
"4331","15516.9","299","181","73","3.2","3183.8"
"4332","15520.3","299","181","69","3.38","3184.2"
"4333","15523.6","245","182","80","3.332","3184.2"
"4334","15527.4","288","182","76","3.42","3184.4"
"4335","15531","256","180","81","3.516","3184.8"
"4336","15534.6","180","179","84","3.548","3185"
"4337","15538","242","179","80","3.536","3185"
"4338","15541.7","224","180","80","3.618","3185.2"
"4339","15545.2","259","179","74","3.57","3185.4"
"4340","15548.6","249","180","76","3.508","3185.8"
"4341","15551.4","269","180","72","3.364","3185.8"
"4342","15554.5","298","180","77","3.306","3186.2"
"4343","15557.9","289","180","77","3.242","3186.4"
"4344","15561.4","279","180","72","3.24","3186.6"
"4345","15564.8","230","180","72","3.252","3187"
"4346","15568.3","247","181","71","3.372","3187.2"
"4347","15571.8","207","181","75","3.456","3187.4"
"4348","15575.2","199","181","67","3.46","3187.6"
"4349","15578.4","218","181","70","3.4","3187.8"
"4350","15581.5","243","181","69","3.328","3188"
"4351","15584.6","256","182","68","3.268","3188.2"
"4352","15587.8","228","181","68","3.188","3188.4"
"4353","15591.1","235","181","68","3.164","3188.6"
"4354","15594.2","268","181","68","3.158","3188.8"
"4355","15597","268","182","64","3.102","3189.2"
"4356","15600.2","275","181","63","3.11","3189.6"
"4357","15603.3","266","181","62","3.11","3189.8"
"4358","15607.1","334","181","65","3.208","3190.2"
"4359","15609.7","224","181","65","3.102","3190.6"
"4360","15611.8","237","181","65","2.96","3190.8"
"4361","15615.1","237","181","62","2.98","3191"
"4362","15617.6","229","181","65","2.858","3191.2"
"4363","15621.3","243","181","65","2.832","3191.6"
"4364","15624","243","182","61","2.848","3191.8"
"4365","15626.7","222","182","60","2.986","3192.2"
"4366","15629.3","266","182","60","2.85","3192.6"
"4367","15631.9","266","182","60","2.854","3192.8"
"4368","15634.6","266","181","61","2.66","3193"
"4369","15637.4","213","182","67","2.684","3193.2"
"4370","15639.9","203","181","58","2.634","3193.4"
"4371","15642","159","182","58","2.532","3193.8"
"4372","15643.9","159","182","56","2.416","3194"
"4373","15646.1","166","183","58","2.308","3194"
"4374","15648.3","195","182","58","2.18","3194.2"
"4375","15650.7","195","182","68","2.158","3194.6"
"4376","15652.9","228","181","69","2.186","3194.8"
"4377","15654.9","256","181","74","2.198","3195"
"4378","15657.9","199","181","78","2.368","3195.2"
"4379","15660.8","182","181","79","2.5","3195.4"
"4380","15663.5","188","182","79","2.568","3195.8"
"4381","15666","217","182","79","2.616","3195.8"
"4382","15668.6","223","181","83","2.742","3196"
"4383","15671.2","208","182","81","2.646","3196.2"
"4384","15673.7","210","182","81","2.574","3196.2"
"4385","15675.9","191","181","79","2.486","3196.4"
"4386","15678.9","226","182","78","2.574","3196.6"
"4387","15681.4","194","181","80","2.556","3197"
"4388","15684.2","241","182","79","2.598","3197.4"
"4389","15686.9","188","182","82","2.642","3197.6"
"4390","15689.8","150","181","78","2.782","3197.6"
"4391","15692.9","161","182","78","2.798","3197.8"
"4392","15695.9","161","182","75","2.888","3198"
"4393","15698.5","183","182","74","2.874","3198"
"4394","15702","189","182","75","3.028","3198.2"
"4395","15704","182","182","75","2.84","3198.2"
"4396","15707","204","181","75","2.822","3198.2"
"4397","15709.7","182","181","78","2.768","3198.4"
"4398","15712.5","179","181","77","2.79","3198.4"
"4399","15715","181","181","76","2.6","3198.6"
"4400","15717.5","210","182","77","2.694","3198.8"
"4401","15720","214","182","78","2.6","3199"
"4402","15722.5","181","181","79","2.556","3199"
"4403","15726","172","181","77","2.712","3199.4"
"4404","15728.4","191","181","75","2.672","3199.8"
"4405","15731.6","182","181","76","2.812","3200"
"4406","15734.2","167","181","74","2.838","3200.2"
"4407","15737","211","181","74","2.904","3200.4"
"4408","15739.9","254","182","80","2.768","3200.8"
"4409","15742.5","253","182","84","2.82","3201"
"4410","15745.2","232","182","87","2.728","3201"
"4411","15748.3","201","181","87","2.832","3201.4"
"4412","15751.4","189","181","85","2.874","3201.4"
"4413","15753.6","200","181","80","2.75","3201.6"
"4414","15756.8","219","181","84","2.872","3201.6"
"4415","15759.4","219","181","83","2.832","3201.8"
"4416","15761","227","181","81","2.528","3201.8"
"4417","15763.5","201","181","81","2.43","3202"
"4418","15766.4","211","181","80","2.552","3202.2"
"4419","15769.3","214","180","80","2.498","3202.4"
"4420","15772.4","207","181","80","2.602","3202.8"
"4421","15775.2","215","182","82","2.85","3203"
"4422","15777.8","215","181","78","2.85","3203.2"
"4423","15780.3","202","181","77","2.774","3203.4"
"4424","15783","209","181","78","2.746","3203.6"
"4425","15785.8","184","181","80","2.688","3203.8"
"4426","15788.3","216","182","80","2.608","3204"
"4427","15791.8","193","182","83","2.8","3204"
"4428","15794.7","212","182","80","2.882","3204.4"
"4429","15796.9","225","182","84","2.772","3204.6"
"4430","15799.7","208","182","84","2.774","3204.8"
"4431","15803.3","208","182","88","3.012","3205"
"4432","15806.3","247","182","88","2.916","3205.2"
"4433","15808.9","224","182","92","2.854","3205.4"
"4434","15812.8","228","181","88","3.184","3205.6"
"4435","15815.4","204","182","85","3.134","3205.8"
"4436","15818.7","205","182","85","3.07","3206"
"4437","15822.1","205","182","82","3.156","3206.2"
"4438","15824.3","220","181","80","3.074","3206.4"
"4439","15828","204","181","79","3.034","3206.6"
"4440","15830.8","235","181","80","3.09","3206.8"
"4441","15833.3","168","182","77","2.932","3207.2"
"4442","15835.7","215","182","77","2.71","3207.4"
"4443","15838.7","215","182","75","2.884","3207.6"
"4444","15841.2","236","182","75","2.642","3207.6"
"4445","15842.9","203","181","77","2.418","3207.8"
"4446","15846.3","211","182","77","2.6","3208"
"4447","15849.5","194","181","82","2.76","3208"
"4448","15852.5","238","181","84","2.756","3208.4"
"4449","15854.9","195","182","88","2.744","3208.8"
"4450","15858.3","219","181","88","3.086","3209.2"
"4451","15861.4","214","181","90","3.022","3209.4"
"4452","15864.8","169","182","89","3.056","3209.6"
"4453","15867.8","188","182","89","3.064","3210"
"4454","15871.1","188","183","88","3.24","3210.6"
"4455","15874.3","219","183","88","3.196","3211"
"4456","15877.6","219","184","92","3.24","3211.4"
"4457","15880.2","164","184","93","3.088","3211.6"
"4458","15884","203","184","93","3.232","3211.6"
"4459","15886.5","145","184","93","3.074","3211.8"
"4460","15890.1","210","184","88","3.162","3212"
"4461","15892.9","238","184","88","3.06","3212.2"
"4462","15896","238","184","86","3.164","3212.4"
"4463","15899.6","167","183","86","3.118","3212.6"
"4464","15902.9","180","182","86","3.282","3212.6"
"4465","15905.8","201","182","86","3.146","3212.8"
"4466","15909","250","181","85","3.222","3213.2"
"4467","15911.9","257","182","85","3.168","3213.4"
"4468","15915.8","201","182","84","3.236","3213.6"
"4469","15918.6","214","182","81","3.148","3213.6"
"4470","15921.2","258","184","82","3.078","3213.8"
"4471","15923.3","216","182","83","2.854","3214"
"4472","15926.6","234","184","80","2.944","3214"
"4473","15929.8","254","184","82","2.804","3214.2"
"4474","15932.8","227","185","85","2.824","3214.4"
"4475","15936","262","186","82","2.958","3214.4"
"4476","15938.5","260","184","85","3.028","3214.8"
"4477","15942","225","185","86","3.082","3214.8"
"4478","15945.5","236","185","84","3.134","3215.2"
"4479","15948.7","230","184","85","3.182","3215.8"
"4480","15951.4","209","185","84","3.074","3216"
"4481","15954.1","235","186","84","3.126","3216.2"
"4482","15956.4","235","187","80","2.886","3216.2"
"4483","15959.3","227","187","78","2.78","3216.4"
"4484","15962.6","295","188","78","2.794","3216.6"
"4485","15965.5","360","186","83","2.814","3217"
"4486","15970.3","255","186","88","3.234","3217.2"
"4487","15973.9","249","185","88","3.504","3217.4"
"4488","15977.3","233","185","88","3.58","3217.6"
"4489","15981.3","234","185","86","3.734","3217.8"
"4490","15985.4","228","186","85","3.98","3217.8"
"4491","15988.8","211","187","85","3.716","3218.2"
"4492","15993","238","186","78","3.818","3218.2"
"4493","15996.1","232","186","79","3.764","3218.4"
"4494","15998.9","241","186","79","3.52","3218.4"
"4495","16001.7","201","186","78","3.26","3218.8"
"4496","16004.5","216","186","72","3.128","3219.2"
"4497","16007.4","234","186","74","2.868","3219.4"
"4498","16011.4","244","186","74","3.058","3219.6"
"4499","16014.4","244","187","75","3.09","3220.2"
"4500","16017.6","186","186","69","3.192","3220.4"
"4501","16020.2","230","188","69","3.142","3220.6"
"4502","16023","212","186","71","3.134","3220.8"
"4503","16027.1","199","186","71","3.142","3221.2"
"4504","16030.1","199","185","69","3.142","3221.4"
"4505","16032.6","181","185","66","2.99","3221.6"
"4506","16034.8","223","187","66","2.92","3222"
"4507","16037.6","223","185","66","2.906","3222"
"4508","16040.7","233","184","69","2.722","3222.2"
"4509","16043.4","256","184","71","2.662","3222.6"
"4510","16046.2","262","182","77","2.72","3222.8"
"4511","16048.8","258","184","77","2.802","3223"
"4512","16050.6","227","182","78","2.598","3223.2"
"4513","16053.3","229","182","78","2.528","3223.6"
"4514","16058.1","219","184","78","2.938","3223.8"
"4515","16060.7","235","183","77","2.906","3224"
"4516","16063","200","184","76","2.846","3224.2"
"4517","16066.5","239","184","73","3.182","3224.4"
"4518","16068.8","228","184","75","3.092","3224.4"
"4519","16072.2","222","184","76","2.826","3224.6"
"4520","16074.6","226","185","73","2.772","3224.8"
"4521","16077.5","270","184","76","2.894","3225"
"4522","16080.5","277","185","79","2.802","3225.4"
"4523","16083.6","291","185","83","2.964","3225.6"
"4524","16087.5","269","185","85","3.054","3225.8"
"4525","16090.5","214","185","85","3.192","3226"
"4526","16093","255","185","82","3.106","3226.4"
"4527","16096.9","211","186","83","3.278","3226.6"
"4528","16100","237","185","82","3.276","3227"
"4529","16103.2","252","186","80","3.154","3227.6"
"4530","16105.6","210","187","80","3.022","3227.8"
"4531","16108.8","260","187","77","3.162","3228.4"
"4532","16111.6","219","188","77","2.944","3228.6"
"4533","16114","222","187","76","2.81","3229"
"4534","16116.9","215","187","76","2.732","3229.2"
"4535","16119.8","216","187","76","2.838","3229.4"
"4536","16122.3","216","187","73","2.682","3229.6"
"4537","16125.2","277","187","76","2.714","3229.8"
"4538","16128.2","288","187","80","2.83","3230"
"4539","16131.5","234","186","77","2.928","3230.2"
"4540","16134.7","245","184","71","2.978","3230.4"
"4541","16137.8","260","184","71","3.108","3230.6"
"4542","16141.1","310","185","71","3.188","3231"
"4543","16144.1","322","186","76","3.182","3231.6"
"4544","16146.9","364","186","82","3.08","3232.2"
"4545","16151.4","326","186","87","3.338","3232.4"
"4546","16154.8","268","187","87","3.394","3232.6"
"4547","16158.1","268","186","88","3.408","3232.8"
"4548","16161.5","417","187","91","3.482","3233.4"
"4549","16164.8","319","187","95","3.582","3233.8"
"4550","16167.8","317","187","93","3.286","3234"
"4551","16171.9","387","188","95","3.426","3234"
"4552","16176.3","495","188","100","3.64","3234.2"
"4553","16180.5","388","188","110","3.8","3234.6"
"4554","16184.7","272","188","108","3.978","3234.8"
"4555","16189.2","233","187","107","4.266","3235"
"4556","16193.4","232","187","105","4.298","3235"
"4557","16197.5","191","186","101","4.234","3235"
"4558","16201.5","232","188","102","4.21","3235.2"
"4559","16206.6","194","188","102","4.366","3235.4"
"4560","16210.7","163","188","102","4.306","3235.4"
"4561","16214.8","160","187","101","4.294","3235.4"
"4562","16219.1","156","188","107","4.31","3235.6"
